country,four_regions,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
Guinea,africa,2788021979.2908964,2908368564.633353,3007948681.9265614,3265231142.3161936,3424543550.564169,3582132598.4542904,3779173536.7276735,3934891451.0006075,4267332168.7447004,4473152411.148891,3460074601.4228234,3648337586.418027,3915393113.059181,4177951369.303693,4443320826.873712,4533279234.512687,4866683109.911323,5237203370.491699,5503691212.518634,5761288512.333686,5964479058.826821,6013095209.283913,5806059120.247142,5656139338.86791,5690100344.523396,5658978133.258191,1752616479.35177,1810451751.36765,1924657160.5919,2001710348.38882,2088265559.95809,2142840772.50092,2212931964.92979,2324555451.87005,2416842607.07708,2528202816.20432,2660235794.4303,2783956470.57676,2918504398.1513,3054862705.82643,3112362568.47962,3202122564.24405,3322809563.68315,3502841591.69668,3584767429.2455,4938241628.03755,5061531939.3859,5150498469.11574,5404776603.8913,5389634967.58673,5493989673.15392,5691015849.76293
Guinea-Bissau,africa,1586954093.2908425,1656175499.6310468,1708197411.4769425,1811762790.7097478,1911770624.9509583,2011594359.9338698,2121655666.522348,2209525198.422615,2378226454.350791,2498242073.396603,104038537.017707,99969623.6730341,106342548.138863,107522836.376076,112425061.656902,121245464.676203,127239180.069835,118116041.807897,133620004.724669,136284580.471972,114543576.340242,135353312.765126,141038263.087384,136245377.534721,148656272.81199,154850025.845082,153620752.593392,158075754.4186,165347239.121856,175433420.708289,186134859.371495,195627737.199441,197779642.308635,201933014.797116,208394871.270623,217564245.606531,242801698.096889,258583808.473187,185921810.694018,200423711.928151,215455490.322762,215886401.303407,200558466.810866,199296368.428443,203714836.158326,210770185.180923,215273017.141732,222166391.497014,229323638.928714,236193584.775483,244395462.714028,257348422.237872
Guyana,americas,385886207.290789,403982434.62874,408446141.027324,358294439.103302,398997699.337748,441056121.413449,464137796.317022,484158945.844623,489120739.956882,523331735.644315,545601892.318567,562585665.395696,543920924.189954,550691213.267843,593110075.984822,643423731.353015,653312596.189283,636073769.43812,624585076.424927,613119591.693454,623750409.270106,633082750.194867,549578284.157268,512248801.745784,486489152.299181,498163274.14125,493676804.63259,498116916.93403,479718803.865073,455999524.454524,442145871.920414,468606577.672351,505305251.863961,546810206.873445,593416532.14471,623006141.637172,672120623.308248,713973227.693766,701774515.586137,722616383.55704,712667925.076665,728702948.345611,736361621.956725,728959307.856468,752970679.221852,738235712.18483,776104320.276093,830589276.26626,847007094.757798,875116076.929696,913366257.90009,2080584540.795546
Haiti,americas,757936984.3852861,779292042.8060133,811666857.5092227,797544169.9729314,854941457.830762,936203946.542366,986100745.3139813,1039896749.3747487,1090521774.7723947,1118339550.3693666,1161092188.803248,1204269168.601584,1239607736.272616,1313139378.2749753,1329804984.2901082,1383256474.73343,1490057932.8282785,1588065176.0823867,1696874010.5643945,1748957514.6703196,1765003779.2407975,1805402548.4191847,1730487549.6896055,1692992118.3728795,1734550726.658824,1801396978.7930799,1809024203.4765902,1901243201.6757233,1961313999.556755,2016510082.9746494,2008933402.4128428,3734792699.96711,3536477717.91508,3344577988.44702,2944879860.06368,3236355466.59584,3370238998.78287,3461447155.08527,3537035565.96586,3632985430.69989,3664503845.56892,3626291254.09054,3617086761.25269,3630196190.446,3502448986.81755,3565485816.5556,3645815935.86782,3767705734.96308,3799503073.8575,3908841291.81024,3697137956.53951,3903820659.35322
Holy See,europe,1129987761.479783,1154601650.9832866,1214887573.9911215,1236793900.8425608,1310885216.323776,1431351771.671283,1508063694.3109405,1595634552.9048743,1691922809.5879073,1713347365.0944183,1776582485.287929,1845952671.8074718,1935294548.355278,2075587543.2821074,2066499892.5953941,2123089218.1138449,2326803269.467274,2540056582.7266536,2769162944.703862,2884795437.6471853,2906257149.2114887,2977722346.643502,2911396815.221943,2873735434.9999747,2982612301.018467,3104630683.44491,3124371602.32059,3304369486.4174166,3442909195.2484374,3577020641.494775,3575720932.9052715,4522268638.36789,4572429016.971325,4651181096.9734955,4412509410.25049,4677701534.703715,4854640821.55706,5058521875.28123,5192874990.347805,5176145498.738445,5385022525.425515,5462665946.83208,5595079425.560265,5773809299.02499,5956655330.065105,6242639303.844894,6575681634.625956,6930745258.698841,7160208908.50735,7102807692.79827,7139733926.627405,7422974886.27841
Honduras,americas,1502038538.57428,1529911259.16056,1618108290.47302,1676043631.71219,1766828974.81679,1926499596.8002,2030026643.3079,2151372356.435,2293323844.40342,2308355179.81947,2392072781.77261,2487636175.01336,2630981360.43794,2838035708.28924,2803194800.90068,2862921961.49426,3163548606.10627,3492047989.37092,3841451878.84333,4020633360.62405,4047510519.18218,4150042144.86782,4092306080.75428,4054478751.62707,4230673875.37811,4407864388.09674,4439719001.16459,4707495771.15911,4924504390.94012,5137531200.0149,5142508463.3977,5309744576.76867,5608380316.02757,5957784205.49997,5880138960.4373,6119047602.81159,6339042644.33125,6655596595.47719,6848714414.72975,6719305566.777,7105541205.28211,7299040639.57362,7573072089.86784,7917422407.60398,8410861673.31266,8919792791.13419,9505547333.38409,10093784782.4346,10520914743.1572,10296774093.7863,10582329896.7153,10942129113.2036
"Hong Kong, China",asia,5994448801.18654,10490975371.2711,12021980539.2125,13425142977.4005,14982653354.9282,17469241672.7855,18666560242.7173,19031588145.3751,19647855786.2456,21999705846.5406,24091796596.7929,25876416573.5711,28723554183.3707,33720979270.2857,34451734606.7651,34634966188.4611,40336855124.0809,45033141350.6772,48845400325.2996,54530789734.6055,60150325771.343,65754664875.9492,67674978166.5828,71712441202.1207,78828223756.6883,79357655925.6013,88164639927.3391,99988432056.1471,108432137013.606,110841646786.177,115162785888.163,121720768667.173,129137305745.251,136941292226.331,145176003183.814,148505289182.039,154731978840.589,162555648967.096,152759417049.962,156663870746.18,169121013113.141,169962054757.087,173091030716.554,178294170812.897,193389645330.518,207085699497.888,221622650576.516,235782862470.978,241220758985.576,234803022180.234,251168960224.022,264136719510.591
Hungary,europe,10486859063.7988,6132254838.685804,6971480696.471334,7771832823.60927,8655630128.877209,18359925549.3677,19718560040.021,21197452043.0225,22236127193.1306,23770419969.4567,24887629708.0211,26430662749.9184,28042933177.6634,29977895566.9222,31746591405.3706,33714880072.5036,34928615755.1138,37583190552.5024,39236850936.8124,40296245912.1064,40376838403.9308,41534339383.706,42714366741.1182,43023177035.0254,44166753595.2113,44054981902.8309,44731203329.8448,46543367079.2774,46512991414.9218,46855524628.9175,45217146353.0298,39839904832.168,38619138294.9017,38396650152.9875,39528258777.3065,40117042261.807,40181583040.5995,41438134545.4779,43126100242.6531,44505141590.2788,46385589533.8363,48107516796.3599,50275293599.1806,52211105382.5728,54715769279.8986,56884939841.3921,59101837692.0838,59169627000.7808,59698693167.7497,55640003180.215,56340039480.1682,57293181825.5158
Iceland,europe,1775037087.04582,1773534306.10051,1920980853.73017,2118522669.81804,2328606902.82622,2500265500.13357,2718687030.95037,2684234147.03992,2537274841.38088,2597524665.98124,2791210652.04387,3155766143.63342,3350708372.68687,3578757910.27469,3782972291.52947,3807416159.06096,4034314080.86792,4390232454.101,4654380210.92262,4880610195.57668,5161143799.79457,5381266949.49065,5497209910.56938,5378956036.33414,5601059490.50698,5785493495.53147,6148275292.75625,6673703195.01818,6667715145.95101,6684947179.25557,6763118968.25624,6748001672.02669,6520331238.81388,6605972494.63092,6844372657.15659,6852352080.4654,7180241405.27437,7533020280.51499,8008865739.7073,8336761572.06226,8697298233.82009,9038371651.10011,9050931398.35844,9271268440.56758,9997746575.2742,10720581749.0677,11225410811.3277,11897251671.8575,12048292689.4325,11228149347.5007,10776345914.6297,11105155829.8503
India,asia,81042654922.1982,84059664306.6144,86523560442.4489,91710088309.3218,98545195448.1603,95947770641.8409,95894683920.6641,103399366432.347,106902463735.511,113893564473.153,119767317247.647,121735010892.676,121061449479.784,125051055133.998,126533330634.439,138111019056.894,140407948437.392,150594214556.327,159196957387.036,150857929901.822,161019450820.841,170690606911.094,176623357073.594,189497244409.274,196737437362.445,207074611005.738,216965662681.218,225569122809.99,247286428288.341,261993401182.853,276490686995.534,279412727485.247,294731239740.527,308733261390.151,329291574836.762,354233738303.678,380976693189.902,396405566740.794,420920935324.486,456543772247.506,474691627708.133,498161456344.548,517627284474.359,558747568020.89,602602553781.746,658553437817.194,719561619358.264,790088337362.227,820830424070.136,888452309192.242,973324950212.334,1040055442506.92
Indonesia,asia,18448917543.0936,19575208345.7326,19949028313.5138,19499569411.57,20172590380.1612,20363640992.5818,20944091970.0574,21179712359.7706,23728516741.3444,25502789513.2991,27581801389.1735,29511800441.052,31838126471.1194,34950673891.039,37836507705.0596,40176101277.1092,42581905063.171,46259476456.7959,50517919165.938,54100964303.248,58821272858.9985,63614142518.2266,64316489535.6947,69751173550.1278,74753833726.7956,77353427294.9816,81967185137.4495,86311448523.5578,91797126913.3154,100136633662.216,109150506063.016,118895240735.93,127480073499.85,136727574166.942,147036924428.259,159382671061.234,171563947984.591,179627234868.464,156048063635.727,157282606425.05,165021012261.509,171033497474.112,178729107603.082,187273018674.386,196694488176.924,207891462167.108,219327471266.474,233243848106.738,247270439237.57,258716276502.157,274744677419.886,292484884332.352
Iran,asia,16914978429.297377,18104584659.163975,18732611643.08255,18798835734.50505,19634912448.156876,24187876609.8663,26709951059.9555,29548432306.6882,33242581510.9147,37532993345.393,41224753976.8764,46575433742.6877,54161809686.8272,57158920109.4733,62523079756.5598,66120533946.9922,77844297522.8222,76831816864.713,71085306303.9606,66021057537.7854,57286706114.8336,54308583000.0192,61345233936.4903,69079769936.9375,67992647698.8044,69396785740.5387,63032547031.5719,62147762741.4353,58232934197.8508,61830541299.1211,70293760715.4038,79146807858.0447,82511394660.7845,81211188533.7049,80926500190.3415,83073225988.5811,88972035743.8384,91983567240.3306,94504455313.2295,96332003464.9878,101286514977.457,105003397805.043,112895031236.631,120927152818.697,127075151562.255,132950350984.774,140786359714.937,151802594344.13,155294054014.045,158089346986.298,149164039725.55954,159201884394.10934
Iraq,asia,15381039315.501152,16633960972.59535,17516194972.6513,18098102057.4401,19097234516.15255,22678845110.43413,24355008474.130936,26443454435.712734,30001659291.542034,33925476622.402866,37037257085.439804,41676754861.44856,48186003191.52213,50587793511.62887,55017690505.36684,57858515540.82464,65855658371.47353,65179559098.83597,62021555792.967766,59564940937.4702,54810588021.44964,53680718376.023766,58687913104.488335,64468883776.513664,63910568410.75853,65487339538.16383,62165562102.323135,63023583852.32014,60850745502.47134,63440610836.60347,70601615592.37883,78331410958.65063,82013320016.8905,82647189465.12933,84433411043.89241,87854417356.68604,93569698361.0116,16060664605.8263,21649775888.6539,27018920309.04,25857106735.7513,24150537691.1917,22266795751.2788,13070609106.0006,19148442340.2909,19014403324.5847,20193296330.7089,20496195775.6696,22443334374.3582,23385954418.0812,23583402031.2331,25918884455.8667
Ireland,europe,13847100201.704926,15163337286.026726,16299778302.22005,17397368380.37515,18559556584.148228,21169813611.00197,22000065888.306366,23338476564.737267,26760737072.169365,30317959899.41273,32849760194.0032,36778075980.209435,42210196696.21707,44016666913.78443,47512301254.17387,49596497134.65707,53867019220.12486,53527301332.95894,52957805281.97493,53108824337.155,52334469928.06567,53052853752.028336,56030592272.48637,59857997616.089836,59828489122.71267,61577893335.78896,61298577173.07436,63899404963.20496,63468556807.091866,65050680374.08583,70909470469.35387,77516014059.25656,81515245372.99649,84083190396.55376,87940321897.4433,92635608724.79097,98167360978.1848,61145216462.06915,66126729652.48645,70667160276.363,97524453299.2445,102198450878.671,108200659648.507,112701245355.472,117781524286.228,124070602722.968,130660880328.949,137432137278.768,133347535202.826,124020518836.962,123488033779.06,122623617542.607
Israel,asia,12313161087.9087,13692713599.4581,15083361631.7888,16696634703.3102,18021878652.1439,19660782111.5698,19645123302.4818,20233498693.7618,23519814852.7967,26710443176.4226,28662263302.5666,31879397098.9703,36234390200.912,37445540315.94,40006912002.9809,41334478728.4895,41878380068.7762,41875043567.0819,43894054770.9821,46652707736.8398,49858351834.6817,52424989128.0329,53373271440.4844,55247111455.666,55746409834.6668,57668447133.4141,60431592243.8256,64775226074.0898,66086368111.7124,66660749911.5682,71217325346.3289,76700617159.8625,81017170729.1025,85519191327.9782,91447232750.9942,97416800092.8959,102765023595.358,106229768318.312,110603683416.319,114315400243.686,124895151203.002,124616185508.176,123898976675.602,125772558157.357,131865380688.501,138380104307.613,146121402339.043,154153404720.775,160363153467.242,161705503246.308,169541631200.401,177521385056.782
Italy,europe,293540646267.216,317632248963.464,337337043430.633,356260733936.788,366227848609.73,378196261570.23,400830529592.596,429604599955.707,457720307798.937,485632366780.497,511421885412.195,520720087533.704,539937188169.848,578412368691.742,610225865302.828,597471150545.171,640043271230.183,656431584296.007,677700885301.288,718086161610.236,742716634590.245,748986853622.53,752084555860.862,760877954787.948,785422754391.051,807399556378.255,830490956711.739,856999900992.684,892945710033.505,923202135232.632,942151611270.028,956601713820.966,963995710672.758,955774699780.561,976333639592.264,1004518797770.15,1015916918932.02,1034874048284.21,1049860733915.25,1065095186669.84,1104009462562.19,1124573045861.42,1129649776279.77,1129123604611.92,1148664954779.19,1159362094006.57,1184855583061.89,1204797445901.45,1190867198487.32,1125436104018.37,1145744066759.58,1150683143964.5
Jamaica,americas,506352894148.21204,561705153353.344,607450825371.2574,654093513875.1245,714653898998.2849,751572179233.815,4923668568.26226,5012719934.9597,5300657195.31296,5596151546.47588,6271294160.15442,6425447176.37918,7582577383.89235,7166634412.50356,6863538715.48428,6845961725.04141,6387676267.69596,6221753265.89962,6218412164.61042,6152494427.26357,5800931098.24134,5954043656.65447,6077246611.95573,6193266013.7997,6097744435.48192,5918249060.7568,6029665318.79052,6503015441.61907,6761464914.4456,7246485371.62165,7550876534.55391,7916205968.38775,8071010740.75507,8831066100.5734,8953234168.62835,9163631326.04419,9153209417.28029,9048820736.87487,8837571171.91015,8930160095.94683,9008629729.41031,9129789453.19512,9218385750.0605,9682307282.03464,9817160112.10197,9918240838.08511,10235624544.9038,10297038292.1733,10121988641.2063,9858816936.53495,9799664034.91574,9927059667.36964
Japan,asia,719165142029.208,805778057743.224,877564607311.882,951926293813.461,1063079949386.84,1124948096897.4,1244626392694.47,1382557660943.56,1560665211108.56,1755403369875.15,1737431737252.92,1819073516325.34,1972122126228.4,2130534807640.15,2104430646637.65,2169490717682.53,2255727628566.6,2354761694697.37,2478903353775.64,2614847450682.66,2688523162544.76,2800818579766.35,2895391252300.44,2984011593641.09,3117214857804.1,3314639199737.15,3408479175848.92,3548479971981.59,3802078966845.48,4006256406255.46,4229500970111.05,4370103995432.13,4405896452016.14,4413433298311.28,4451546748078.26,4538011073532.07,4656455641600.44,4730755379021.7,4635991355123.19,4626750094249.9,4731198760271.14,4748016360516.99,4761764168336.9,4842005214500.74,4956311889695.07,5020879159600.38,5105877836025.13,5217808186994.9,5163457616711.64,4878074528233.78,5094422657991.68,5058761701478.41
Jordan,asia,480148922865.2118,537835296433.05005,585754461846.6266,635391367775.8887,709532221787.154,750793972439.2505,830701540117.4241,922687671213.8,1041504473021.7319,1171414359487.4126,1159379945430.8145,1214049963786.4312,1316310298892.1968,1422010870411.7437,1404675355218.15,2024891599.78272,2517134034.28353,2680998094.38155,3244118237.41683,3539983901.48269,4212997005.45672,4411324538.51188,4737101896.08769,4831388756.06474,5248851956.79065,5430272880.47061,5811160746.604,5979428780.61918,5868683684.74976,5079221678.51562,5128680653.36992,5222222627.55088,6196942168.7446,6483917244.02496,6807206798.69123,7228360644.4189,7379252157.24139,7623330035.04681,7852971166.06058,8119265586.45364,8463892909.23297,8909880504.03988,9425387991.9639,9819187755.08548,10659607238.1201,11525306728.0716,12459768319.9718,13478443881.9761,14453260027.3099,15245796640.6017,15597525669.9245,16001112166.1866
Kazakhstan,asia,241132703701.21558,269892535122.8761,293944316381.3712,318856441738.3164,355984494187.468,376639847981.10095,416776687540.3782,462817681484.0399,522343734934.9038,587425349099.6753,581328153608.709,609026411247.5225,660498471555.9937,713486933183.3374,704920063798.6501,3617613882.757435,3919849495.7704353,4253373791.174535,4736286141.818396,5121374400.614056,5645289461.805175,5877991069.314585,6096202583.08586,6192142845.625385,6467159310.892225,6723128895.01479,7201248707.015625,7540421168.25639,7767337326.39732,7599290668.067261,26348276737.2435,23449966296.1467,22207118082.4509,20164063218.8655,17623391253.2884,16178273170.5188,16259164536.3713,16535570333.4897,16221394497.1534,16659372148.5765,18291990619.137,20761409352.7205,22796027469.2871,24916058023.9308,27307999594.2282,29956875554.8683,33162261239.2392,36113702489.5315,37305454671.686,37753120127.7463,40509097897.0717,43547280239.3521
Kenya,africa,2116484537.21941,1949773812.70216,2134170916.11588,2321515700.74405,2436766587.78202,2485723522.95153,2851834963.33233,2947691754.27977,3182996848.07565,3436338711.93808,3276361786.60356,4002858708.61387,4686644219.79051,4962995954.93126,5164772379.15016,5210336165.73215,5322564957.25734,5825749487.96752,6228454046.21996,6702764899.74542,7077581918.15363,7344657600.11729,7455303270.08403,7552896935.18603,7685466664.9938,8015984909.55897,8591336667.42725,9101413555.8936,9665990968.04488,10119359657.6189,10543568372.0706,10695221449.9611,10609713799.2753,10647187018.2142,10927504509.9716,11408994019.1908,11882106662.8294,11938535015.7963,12331338333.2451,12615623600.7321,12691278914.2408,13170997390.4585,13243024244.6573,13631372692.1351,14327158818.2829,15173416248.12,16133989515.2148,17262285408.5535,17526052448.8404,17989578441.1633,18988282812.677,19842755539.2475
Kiribati,asia,11053756012.252172,11418615446.473341,11790302617.16642,12903402415.152935,13838869881.654879,14505450145.51812,16381258666.77482,17328450871.326912,19282800633.58523,21871380834.016987,59543629.2816209,58180025.674316,65207737.7494965,78842589.110463,114560473.694856,120683065.738776,88378336.6649351,84301742.3880139,85195015.2984465,75325178.9366243,41847584.9008097,40395127.8872946,43136551.6468981,47011744.8697429,46437159.509584,44295200.0638783,44984702.496069,43606882.3437704,51562223.9797849,47149171.471348,48154992.0296467,46075822.3243295,47542408.7740908,48789248.9280382,51197762.360024,50565832.0419748,53614894.7197481,56550586.7700508,62756555.2347173,63631538.1283313,68239320.7049774,66141846.026512,70236686.9173647,73398500.2909251,74066588.1581281,74288814.5300523,75699705.5657081,76008011.329923,75173029.0444835,74681961.2020142,76026236.5036505,77394708.7607163
North Korea,asia,19991027487.284935,20887457080.244522,21446434318.21696,23485289129.561817,25240973175.527737,26525176768.08471,29910682370.217308,31709209988.374058,35382604419.09482,40306422956.095894,31851389135.75871,34473684890.39456,36016198439.6865,40353396818.80574,43266656495.65323,45839648642.30999,50663466654.39397,55720636943.704506,60896524826.93872,65019324150.2738,64035485375.31891,67979986911.363144,72959452219.93044,80820367587.11687,87366486230.67879,93306968913.53894,103213083139.49353,114670805295.68788,126874833989.16988,135427941183.10268,147824966103.7478,161707138916.61868,171207933473.28802,181708624605.5935,197219330667.2695,215299599545.06046,230367356362.3064,241081862231.18002,224562045500.86133,245862187128.95514,266726133524.68002,277322035307.29224,297150292248.9867,305479345715.903,319588137844.7781,332233377324.9705,349437478985.5769,367277363161.2049,375717487076.8923,376917537417.762,400737995381.1798,415300411319.5539
South Korea,asia,28928298962.3177,30356298714.0157,31102566019.2675,34067175843.9707,36643076469.4006,38544903390.6513,43440106073.6598,46089969105.4212,51482408204.6044,58741465078.1748,63643234642.2358,68889189755.1148,71967189141.6235,80627951048.501,86418752517.6116,91558614218.8812,101238554972.123,111356972145.021,121707854638.579,129963323121.611,128029123165.737,135919578694.839,145875767888.214,161593723429.364,174686535301.848,186569642627.014,206381181576.491,229298003709.032,253698105754.36,270808733194.734,295601777215.466,323368202010.913,342368324537.802,363368459962.259,394387463572.179,430548633258.079,460681097829.893,482107173875.59,449061334446.488,491660742719.782,533384027728.655,554577928768.558,594230347811.056,610885292931.515,639102209101.398,664392465835.411,698799258265.588,734478718311.08,751359801124.74,753760392874.322,801399964525.856,830523427930.347
Kuwait,asia,24125682922.614254,25316032685.73744,25940853101.986736,28413701710.834377,30562297889.762383,29791283820.572533,33499299502.415726,35594361750.31883,39709269243.941376,45203704548.73834,48972086259.76767,53002485945.40784,55379576898.17001,61956417392.63137,66371799684.21715,70333793220.37904,77687316944.38837,85332422142.16779,93155187671.76593,99403838223.24274,98032035212.03104,104034939845.49588,111551325590.5813,123451723914.82294,116702046955.39288,124636507304.84253,103999943120.97183,115485062559.66405,127795473847.02814,136377190354.77452,148829190525.97284,162631670263.27734,22530088649.3727,30188171187.393,32734895320.5584,34325251800.8094,34532963147.0529,35387075587.1051,36682969799.6143,36026708083.0728,37718011468.5749,37992985755.8626,39132775328.5385,45910572015.4414,50593450361.0164,55956356099.2842,58866086616.4469,61440300584.1842,64493883523.2181,61172448521.7724,63258429016.3648,68439294352.8051
Kyrgyz Republic,asia,19323066882.910805,20275766657.459175,20779140184.70597,22760227577.69806,24481519310.12417,21037664250.49377,23558492931.171654,25098754395.21646,27936130283.27836,31665944019.301884,34300937877.29953,37115782135.70086,38791964654.71652,43284883736.761734,46324846850.8227,49108972221.8769,54136078916.65375,59307872139.314575,64602520704.95286,68844353324.87447,68034947258.32509,72150300996.15276,77226883292.94862,85309724400.28188,58717558608.937775,62703371982.67105,1618704665.45267,1672121410.29609,1892841939.69629,1945647514.81502,2056603836.47969,1895138515.64164,1631928245.73286,1379643161.67458,1102539641.33151,1042739854.97435,1116612785.22066,1227326823.27884,1253368676.4755,1299189195.76739,1369691955.02212,1442581267.70496,1442330935.97325,1543731070.63468,1652206886.90203,1649306467.62617,1700482777.13946,1845752890.81067,2000825962.73768,2058575693.83681,2030624399.4727,2172768107.43578
Lao,asia,14520450843.20736,15235500629.180912,15617427267.425201,17106753444.561737,18400740730.48595,12284044680.415009,13617686359.927582,14603147040.11409,16162991322.615341,18128183489.865425,19629789494.831398,21229078325.99388,22204352411.26304,24613350080.892097,26277894017.428253,27884151223.374756,30584840888.919113,33283322136.461365,36049853738.139786,38284868426.506195,38037859304.61914,40265662146.80963,42902440995.31595,47167724885.740814,733070262.48266,770236660.49956,807863747.793421,796345288.014723,780337146.682217,891071955.645049,950814576.079083,991666929.442938,1046802200.24949,1108694972.37673,1199153600.62029,1283469140.0617,1372392036.9939,1466704070.40023,1524897139.76853,1636311859.53858,1731198022.45212,1830766368.52075,1939124835.98939,2056771479.77339,2187534747.17949,2343015274.93625,2544965998.79524,2738302708.74874,2952572233.05123,3174067556.11405,3444717297.66954,3721626157.07065
Latvia,europe,9717834803.503914,10195234600.902649,10455714350.144436,11453279311.425415,12319962150.847736,3530425110.33624,3676879788.68351,4107539685.01172,4389852361.95232,4590422960.42897,4958641112.36326,5342374516.28691,5616740167.80955,5941816425.02246,6230941184.0338,6659330224.8726,7033602861.1845,7258772133.60816,7497186771.32672,7725383528.13794,8040771350.91317,8381023297.46651,8577998697.68326,9025725371.19975,9545052777.0781,9509215112.28951,9956941785.80598,10189755819.6063,10709082256.6897,11317947634.4293,10418900247.3207,9106616652.92663,6181701566.36438,5873668623.34666,6002296784.831,5945589447.65045,6170981038.74691,6682110469.90931,6997691673.53668,7326519373.45424,7833068425.39159,8463121187.13932,9010898598.51607,9659317394.8887,10497533388.2935,11610367683.4295,13030690849.1344,14330842539.1591,13722705688.3759,11258794723.8252,11220120362.737,11833860946.5787
Lebanon,asia,4915218763.800468,5154968572.624386,5294001432.86367,5799805178.289093,6239183571.209522,1846121153.2383485,1919020392.996338,2143143333.450097,2283971565.8334875,2385634874.6120076,2571712533.730499,2768303897.9654326,2905289861.4088597,3093419537.6264954,3251433773.021934,3447254912.960564,3647383877.246893,3788447283.891729,3936789652.070469,4056334276.635129,4208713125.591338,4380147293.634516,4483483601.422625,4701138219.961209,4980383242.398117,4972846870.876344,5197924951.3404255,5298651079.951914,12416994225.3137,7145841327.97453,9041858847.53414,12495913043.2748,13058221252.1941,13972031151.0518,15090233489.3632,16076372043.3403,16902135516.3994,16515619830.7168,17108967139.8482,17031450812.5607,17260364842.4544,17942756149.9022,18548122591.6978,19148597728.1935,20580683498.636,20786490333.6223,20911331542.7332,22479859653.5182,24564306468.4729,26652272518.2931,28517931594.5736,29373469542.4108
Lesotho,africa,112602724.097023,114702544.346122,132288515.582902,146331045.152776,158404991.571303,161817196.140457,161160997.309166,178746981.888474,178090769.714655,180846788.795045,184783955.097737,194233279.643955,193839555.008169,245022650.230531,271926362.010068,235179601.048529,261164893.309286,318122434.175298,376392532.814218,387285025.132318,376654900.269506,379271289.802521,388968505.16199,376551068.722667,415713707.718133,436478629.463177,438908116.87487,407546340.297528,443525167.982178,473693114.875889,504361452.542853,516223230.895983,554232468.798575,572489678.678624,604961065.726164,615714943.771998,644484498.051602,666637145.179945,703230504.972432,705877380.577032,745832990.092211,776897959.922628,785207642.154127,819332552.603493,837801746.241669,860460091.095247,897523944.558547,940007924.920123,990722465.869525,1019081740.30606,1076239050.1144,1138569691.92549
Liberia,africa,678395864.648068,694948646.809002,704292927.355679,720311768.431669,757421957.689526,793731217.917878,854869603.668244,912537275.250266,956055026.987109,1025736764.25465,1094083641.5135,1147746602.82653,1195268999.71089,1168304020.02922,1223835837.45158,1181386012.79457,1244126256.60394,1263882809.8986,1324754197.59864,1368005016.40663,1311939202.88362,1283906361.24359,1252669673.24259,1228908409.67893,1203011422.19856,1192866147.50091,1172842726.39887,1161095593.6422,1137387208.71681,834063617.792849,408433755.339673,350333188.748005,227416403.384197,152424954.035583,119253702.356277,114166087.06804,128004400.652045,264047233.459504,342469249.586701,420894717.152108,529064646.66383,645965986.760645,851981179.209992,572257782.097466,543016606.248294,594501950.212367,652639709.306256,755026240.683487,834546393.201722,943558441.422298,1040653198.59715,1128929889.21596
Libya,africa,1584372718.813416,1638643310.5049791,1660833817.6147466,1711799777.4244168,1831785791.5832644,1849730238.7811584,1909456841.2371404,1955456401.859867,2041273970.2952867,2225599119.261555,895413355.4025204,928059937.8225214,957733305.398295,950261671.8095961,984138771.1735461,969127059.3063025,1018505629.3048775,1047249317.321234,1097448166.409236,1139777195.3040955,1133433126.3116546,1142405689.95881,1118829620.4747329,1109601563.7554104,1117873671.107395,1149052894.1303902,1161145976.35904,1208323912.711125,1231837388.6366901,1109963899.6627345,912759845.1164765,896471608.9031825,861040024.2273535,855919465.6801465,892869652.6827185,939283449.433325,1007121212.9041625,1143284245.2371469,1260981843.6725504,32687175381.6496,33896600870.7706,32439047033.3275,32017339421.8942,36179593546.7405,37771495662.797,41510873733.4139,43960015283.6854,46597616200.7065,48368325616.3333,49384060454.2763,6536124882.3981,6937922311.568974
Liechtenstein,europe,2490349572.9787636,2582337974.200956,2617374707.8738146,2703287786.417165,2906149625.477003,2905729259.644439,2964044078.806037,2998375528.469468,3126492913.603464,3425461474.2684603,696743069.291541,708373272.818513,720197611.0857,732219323.589972,744441704.895512,756868105.818035,792885002.005815,830615824.743868,870142135.219832,911549374.201561,954927049.739689,1000905018.67403,984989567.706876,990294717.831891,1032735920.01623,1105239640.75987,1149449226.31921,1255552231.78005,1326287568.55657,1385864181.53262,1417085934.89328,1442610029.05836,1494663645.07051,1559413977.32471,1666485603.00916,1764400811.79861,1886238025.15628,2022521257.01479,2179494437.7584,2406399936.64299,2483890593.70545,2465681398.94632,2441174518.64221,2393875185.51907,2466629164.05763,2585719908.75407,2809254591.23631,2902689337.81569,2954882284.168,2920680062.29388,12031596566.19905,12746914733.921986
